@relation _home_sebastiao_sebastiao_red_exemplo2

@attribute text string
@attribute @@class@@ {semRacismoN2,racismoN2}

@data
'sabe abes abes bes, bes, es, es,  s, o s, o , os , os  os os  os i os i s id s id  ido ido idos idos doso doso osos osos sos sos  os t os t s ta s ta  tam tam tamb tamb ambe ambe mbé mbé bém bém ém ém  ́m p ́m p m pr m pr  pre pre prec prec reci reci ecis ecis cisa cisa isam isam sam sam  am d am d m de m de  de de  de r de r e re e re  res res reso reso esol esol solv solv olve olve lver lver ver ver  er o er o r os r os  os os  os s os s s se s se  seu seu seus seus eus eus  us p us p s pr s pr  pro pro prob prob robl robl oble oble blem blem lema lema emas emas mas, mas, as, as,  s, e s, e , el , el  ele ele eles eles les les  es t es t s ta s ta  tam tam tamb tamb ambe ambe mbé mbé bém bém ém ém  ́m s ́m s m sa m sa  sã sã são são ão ão  ̃o g ̃o g o ge o ge  gen gen gent gent ente ente nte! nte! te! te!  e! # e! # ! #r ! #r  #ra #ra #rac #rac raci raci acis acis cist cist ista ista sta sta  ta # ta # a #g a #g  #ge #ge #ger #ger gera gera erac erac raco raco acof acof cofo cofo ofob ofob fobi fobi obic obic bico ',semRacismoN2
'port orta orta rtan rtan tant tant anto anto nto, nto, to, to,  o, d o, d , de , de  dev dev deve deve eve- eve- ve-s ve-s e-se e-se -se -se  se p se p e pr e pr  pro pro proc proc rocu rocu ocur ocur cura cura urar urar rar rar  ar d ar d r di r di  dim dim dimi dimi imin imin minu minu inui inui nuir nuir uir uir  ir a ir a r a r a   a d a d a de a de  des des desi desi esig esig sigu sigu igua igua gual gual uald uald alda alda ldad ldad dade dade ade ade  de s de s e so e so  soc soc soci soci ocio ocio cioe cioe ioec ioec oeco oeco econ econ cono cono onô onô nôm nôm ômi ômi ̂mic ̂mic mica mica ica. ica. ca. ',semRacismoN2
'qdo  do o do o o o o o   o p o p o pr o pr  pre pre prec prec reco reco econ econ conc conc once once ncei ncei ceit ceit eito eito ito ito  to v to v o ve o ve  vem vem vem vem  em d em d m de m de  de de  de d de d e de e de  den den dent dent entr entr ntro ntro tro tro  ro d ro d o da o da  da da  da \" da \" a \"f a \"f  \"fa \"fa \"fam \"fam fami fami amí amí míl míl íli íli ́lia ́lia lia\" lia\" ia\" ia\"  a\" o a\" o \" o \" o   o p o p o pe o pe  pes pes peso peso eso eso  so d so d o de o de  de de  de 1 de 1 e 1k e 1k  1k 1k  1k v 1k v k vi k vi  vir vir vira vira ira ira  ra t ra t a to a to  ton ton tone tone onel onel nela nela elad elad lada lada ada ada  da q da q a qu a qu  que que que que  ue e ue e e es e es  esm esm esma esma smag smag maga maga aga aga  ga t ga t a to a to  tod tod todo todo odo odo  do s do s o se o se  sen sen sent sent enti enti ntim ntim time time imen imen ment ment ento ento nto nto  to e to e o e o e   e r e r e re e re  res res resp resp espe espe spei spei peit peit eito eito ito. ito. to. to.  o. # o. # . #r . #r  #ra #ra #rac #rac raci raci acis acis cism cism ismo ismo smo smo  mo e mo e o é o é  é é  é c é c ́ ca ́ ca  câ câ cân cân ânc ânc ̂nce ̂nce ncer ncer cer cer  er s er s r se r se  sem sem sem sem  em c em c m cu m cu  cur cur cura cura ura. ',semRacismoN2
'comu omun omun muni muni unis unis nist nist ista ista stas stas tas, tas, as, as,  s, n s, n , ne , ne  neg neg negr negr egro egro gros gros ros, ros, os, os,  s, m s, m , mu , mu  muc muc muç muç uçu uçu çul çul ̧ulm ̧ulm ulma ulma lman lman mano mano anos anos nos nos  os e os e s e s e   e h e h e ho e ho  hom hom homo homo omos omos moss moss osse osse ssex ssex sexu sexu exua exua xuai xuai uais uais ais ais  is f is f s fo s fo  for for fora fora oram oram ram ram  am v am v m vi m vi  vio vio viol viol iole iole olen olen lent lent enta enta ntam ntam tame tame amen amen ment ment ente ente nte nte  te e te e e es e es  esp esp espa espa span span panc panc anca anca ncad ncad cado cado ados ados dos dos  os p os p s po s po  por por por por  or s or s r sk r sk  ski ski skin skin kinh kinh inhe inhe nhea nhea head head eads eads ads ads  ds e ds e s en s en  ent ent entr entr ntre ntre tre tre  re 2 re 2 e 20 e 20  201 201 2013 2013 013 013  13 e 13 e 3 e 3 e   e 2 e 2 e 20 e 20  201 201 2015 ',semRacismoN2
'mesm esmo esmo smo smo  mo a mo a o as o as  ass ass assi assi ssim ssim sim sim  im o im o m o m o   o g o g o gr o gr  gru gru grup grup rupo rupo upo upo  po a po a o at o at  ata ata atac atac taca taca aca aca  ca q ca q a qu a qu  qua qua qual qual ualq ualq alqu alqu lque lque quer quer uer uer  er u er u r um r um  um um  um q um q m qu m qu  que que que que  ue t ue t e te e te  ten ten tent tent enta enta ntar ntar tar tar  ar s ar s r su r su  sub sub subi subi ubir ubir bir bir  ir a ir a r a r a   a e a e a es a es  esc esc esca esca scad scad cada cada ada. ada. da. ',semRacismoN2
'esto stou stou tou tou  ou o ou o u od u od  odi odi odia odia dian dian iand iand ando ando ndo ndo  do e do e o es o es  ess ess essa essa ssa ssa  sa # sa # a #m a #m  #ma #ma #mal #mal malh malh alha alha lhac lhac haç haç aça aça çã çã ̧ão ̧ão ão ão  ̃o # ̃o # o #r o #r  #ra #ra #rac #rac raci raci acis acis cist cist ista ',semRacismoN2
'dura uran uran rant rant ante ante nte nte  te o te o e o e o   o m o m o me o me  mê mê mês mês ês ês  ̂s d ̂s d s de s de  de de  de d de d e de e de  dez dez deze deze ezem ezem zemb zemb embr embr mbro mbro bro, bro, ro, ro,  o, o o, o , o , o   o p o p o pr o pr  pro pro proj proj roje roje ojet ojet jeto jeto eto eto  to c to c o ca o ca  cat cat cata cata atap atap tapu tapu apul apul pult pult ulta ulta lta lta  ta q ta q a qu a qu  que que que que  ue e ue e e é e é  é é  é p é p ́ pr ́ pr  pro pro prom prom romo romo omov omov movi movi ovid ovid vido vido ido ido  do p do p o pe o pe  pel pel pelo pelo elo elo  lo s lo s o so o so  sos sos sos sos  os r os r s ra s ra  rac rac raci raci acis acis cism cism ismo ismo smo smo  mo t mo t o tr o tr  tra tra trab trab raba raba abal abal balh balh alho alho lhou lhou hou hou  ou c ou c u co u co  com com com com  om o om o m os m os  os os  os j os j s jo s jo  jov jov jove jove oven oven vens ',semRacismoN2
'depo epoi epoi pois pois ois, ois, is, is,  s, o s, o , os , os  os os  os o os o s ou s ou  out out outr outr utro utro tros tros ros ros  os m os m s ma s ma  mac mac maca maca acac acac caco caco acos acos cos cos  os v os v s va s va  vã vã vão vão ão ão  ̃o s ̃o s o se o se  sen sen send send endo endo ndo ndo  do s do s o su o su  sub sub subs subs ubst ubst bsti bsti stit stit titu titu itui itui tuí tuí uíd uíd ído ído ́dos ́dos dos, dos, os, os,  s, a s, a , at , at  ate ate até até té té  é q é q ́ qu ́ qu  que que que que  ue n ue n e na e na  nã nã não não ão ão  ̃o s ̃o s o so o so  sob sob sobr sobr obre obre bre bre  re n re n e ne e ne  nen nen nenh nenh enhu enhu nhum nhum hum hum  um m um m m ma m ma  mac mac maca maca acac acac caco caco aco aco  co q co q o qu o qu  que que que que  ue t ue t e te e te  ten ten tenh tenh enha enha nha nha  ha r ha r a re a re  rec rec rece rece eceb eceb cebi cebi ebid ebid bido bido ido ido  do u do u o um o um  um um  um c um c m ch m ch  cho cho choq choq hoqu hoqu oque oque que. que. ue. ',semRacismoN2
'dian iant iant ante ante nte nte  te d te d e di e di  dis dis diss diss isso isso sso, sso, so, so,  o, a o, a , a , a   a l a l a li a li  lib lib libe libe iber iber berd berd erda erda rdad rdad dade dade ade ade  de d de d e de e de  de de  de e de e e ex e ex  exp exp expr expr xpre xpre pres pres ress ress essa essa ssã ssã são são ão ão  ̃o t ̃o t o te o te  tem tem tem tem  em l em l m li m li  lim lim limi limi imit imit mite mite ites ites tes, tes, es, es,  s, p s, p , po , po  por por por por  or i or i r is r is  iss iss isso isso sso sso  so e so e o é o é  é é  é n é n ́ ne ́ ne  nec nec nece nece eces eces cess cess essa essa ssá ssá sár sár ári ári ́rio ́rio rio rio  io q io q o qu o qu  que que que que  ue c ue c e ca e ca  cad cad cada cada ada ada  da i da i a in a in  ind ind indi indi ndiv ndiv divi divi iví iví víd víd ídu ídu ́duo ́duo duo duo  uo e uo e o ex o ex  ext ext exte exte xter xter teri teri erio erio rior rior iori iori oriz oriz rize rize ize ize  ze s ze s e su e su  sua sua suas suas uas uas  as i as i s id s id  ide ide idei idei deia deia eias eias ias ias  as e as e s e s e   e o e o e op e op  opi opi opin opin pini pini inio inio niõ niõ iõe iõe ões ões ̃es ̃es  es c es c s co s co  com com com com  om p om p m pr m pr  pru pru prud prud rude rude udê udê dên dên ênc ênc ̂nci ̂nci ncia ncia cia cia  ia e ia e a e a e   e s e s e se e se  sen sen sens sens ensa ensa nsat nsat sate sate atez atez tez tez  ez p ez p z pa z pa  par par para para ara ara  ra n ra n a na a na  nã nã não não ão ão  ̃o v ̃o v o vi o vi  vio vio viol viol iola iola olar olar lar lar  ar a ar a r a r a   a i a i a in a in  int int inti inti ntim ntim timi timi imid imid mida mida idad idad dade dade ade ade  de d de d e do e do  do do  do o do o o ou o ou  out out outr outr utro utro tro. tro. ro. ',semRacismoN2
'indi ndic ndic dica dica icac icac caç caç aço aço çõ çõ ̧õe ̧õe ões ões ̃es ̃es  es d es d s de s de  de de  de n de n e ne e ne  neg neg negr negr egro egro gros gros ros ros  os a os a s ao s ao  ao ao  ao o ao o o os o os  osc osc osca osca scar scar car car  ar a ar a r aj r aj  aju aju ajud ajud juda juda uda uda  da a da a a a a a   a c a c a co a co  com com comb comb omba omba mbat mbat bate bate ater ater ter ter  er e er e r es r es  est est este este ster ster tere tere ereo ereo reó reó eót eót óti óti ́tip ́tip tipo tipo ipos ipos pos, pos, os, os,  s, d s, d , di , di  diz diz dize dize izem izem zem zem  em p em p m pe m pe  pes pes pesq pesq esqu esqu squi squi quis quis uisa uisa isad isad sado sado ador ador dore dore ores ores res res  es h es h s ht s ht  htt htt http http ttp: ttp: tp:/ tp:/ p:// p:// ://g ://g //go //go /goo /goo goo. goo. oo.g oo.g o.gl o.gl .gl/ .gl/ gl/v gl/v l/vf l/vf /vfb /vfb vfbn vfbn fbn3 fbn3 bn3r bn3r n3r n3r  3r 3r   r  # r  #   #o #o  #os #os #osc #osc osca osca scar scar car2 car2 ar20 ar20 r201 r201 2017 2017 017 017  17 # 17 # 7 #n 7 #n  #ne #ne #neg #neg negr negr egro egro gros gros ros ros  os # os # s #r s #r  #ra #ra #rac #rac raci raci acis acis cism cism ismo ismo smo ',semRacismoN2
'onde nde nde  de d de d e di e di  diz diz diz diz  iz d iz d z do z do  don don dona dona onal onal nald nald ald ald  ld t ld t d tr d tr  tru tru trum trum rump rump ump, ump, mp, mp,  p, p p, p , po , po  pod pod pode pode oder oder deri deri eria eria ria ria  ia l ia l a le a le  ler ler ler- ler- er-s er-s r-se r-se -se -se  se r se r e ra e ra  raj raj rajo rajo ajó ajó jói jói ói, ói, ́i, ́i,  i, n i, n , ne , ne  net net neta neta etan etan tany tany anya anya nyah nyah yahu yahu ahu, ahu, hu, hu,  u, o u, o , or , or  orb orb orba orba rbá rbá bán bán án, án, ́n, ́n,  n, e n, e , et , et  etc etc etc. etc. tc. tc.  c. # c. # . #x . #x  #xe #xe #xen #xen xeno xeno enof enof nofo nofo ofob ofob fobi fobi obia obia bia bia  ia # ia # a #r a #r  #ra #ra #rac #rac raci raci acis acis cism cism ismo ismo smo smo  mo # mo # o #f o #f  #fa #fa #fas #fas fasc fasc asci asci scis scis cism cism ismo ismo smo smo  mo # mo # o #p o #p  #pp #pp #pp #pp  pp # pp # p #e p #e  #eu #eu #eua #eua eua eua  ua # ua # a #i a #i  #is #is #isr #isr isra isra srae srae rael rael ael ael  el # el # l #s l #s  #si #si #sio #sio sion sion ioni ioni onis onis nism nism ismo ismo smo smo  mo # mo # o #r o #r  #re #re #ref #ref refu refu efug efug fugi fugi ugia ugia giad giad iado iado ados ',semRacismoN2
'um c m ca m ca  cas cas casa casa asal asal sal sal  al h al h l ho l ho  hom hom homo homo omos omos moss moss osse osse ssex ssex sexu sexu exua exua xual xual ual ual  al e al e l é l é  é é  é u é u ́ um ́ um  uma uma uma uma  ma a ma a a af a af  afr afr afro afro fron fron ront ront onta onta nta nta  ta a ta a a ao a ao  aos aos aos aos  os p os p s pa s pa  par par para para arad arad radi radi adig adig digm digm igma igma gmas gmas mas mas  as c as c s cr s cr  cri cri cris cris rist rist ista ista stã stã tão tão ãos ãos ̃os, ̃os, os, os,  s, e s, e , e , e   e u e u e um e um  uma uma uma uma  ma o ma o a of a of  ofe ofe ofen ofen fens fens ensa ensa nsa nsa  sa a sa a a à a à  à à  à f à f ̀ fa ̀ fa  fam fam fami fami amí amí míl míl íli íli ́lia ́lia lia, lia, ia, ia,  a, m a, m , ma , ma  mas mas mas mas  as q as q s qu s qu  qua qua quan quan uand uand ando ando ndo ndo  do s do s o se o se  se se  se p se p e pe e pe  per per perg perg ergu ergu rgun rgun gunt gunt unta unta nta nta  ta o ta o a o a o   o m o m o mo o mo  mot mot moti moti otiv otiv tivo tivo ivo, ivo, vo, vo,  o, t o, t , te , te  tem tem temo temo emos emos mos mos  os r os r s re s re  res res resp resp espo espo spos spos post post osta osta stas stas tas tas  as v as v s va s va  vag vag vaga vaga agas agas gas gas  as e as e s e s e   e p e p e pu e pu  pur pur pura pura uram uram rame rame amen amen ment ment ente ente nte nte  te c te c e co e co  con con conf conf onfo onfo nfor nfor form form ormi ormi rmis rmis mist mist ista ista stas stas tas. tas. as. ',semRacismoN2
'em p m pr m pr  pri pri prim prim rime rime imei imei meir meir eiro eiro iro iro  ro l ro l o lu o lu  lug lug luga luga ugar ugar gar, gar, ar, ar,  r, p r, p , pa , pa  par par para para ara ara  ra t ra t a te a te  ten ten tent tent enta enta ntar ntar tar tar  ar e ar e r es r es  esc esc escl escl scla scla clar clar lare lare arec arec rece rece ecer ecer cer cer  er o er o r os r os  os os  os p os p s pr s pr  pre pre prec prec reco reco econ econ conc conc once once ncei ncei ceit ceit eitu eitu ituo ituo tuos tuos uoso uoso osos osos sos sos  os e os e s e s e   e b e b e bu e bu  bul bul bull bull ulli ulli llie llie lies lies ies ies  es s es s s so s so  sob sob sobr sobr obre obre bre bre  re a re a e as e as  as as  as d as d s di s di  dif dif dife dife ifer ifer fere fere eren eren renc renc enç enç nça nça ças ças ̧as ̧as  as q as q s qu s qu  que que que que  ue e ue e e ex e ex  exi exi exis exis xist xist iste iste stem stem tem tem  em e em e m e m e   e p e p e pr e pr  pre pre prec prec reci reci ecis ecis cisa cisa isam isam sam sam  am s am s m se m se  ser ser ser ser  er r er r r re r re  res res resp resp espe espe spei spei peit peit eita eita itad itad tada tada adas adas das das  as e as e s em s em  em em  em n em n m no m no  nom nom nome nome ome ome  me d me d e de e de  de de  de u de u e um e um  um um  um c um c m co m co  con con conv conv onvi onvi nví nví vív vív ívi ívi ́vio ́vio vio vio  io s io s o sa o sa  sau sau saud saud auda auda udá udá dáv dáv áve áve ́vel ́vel vel vel  el e el e l e l e   e p e p e pa e pa  pac pac paci paci ací ací cíf cíf ífi ífi ́fic ́fic fico fico ico ico  co n co n o na o na  na na  na c na c a co a co  com com comu comu omun omun muni muni unid unid nida nida idad idad dade dade ade ade  de e de e e es e es  esc esc esco esco scol scol cola cola olar olar lar. lar. ar. ',semRacismoN2
'@cas casa casa asad asad sado sado ados ados dosf dosf osfr osfr sfri sfri frio frio rios rios ios ios  os # os # s #v s #v  #ve #ve #ver #ver verg verg ergo ergo rgon rgon gonh gonh onha onha nha nha  ha # ha # a #r a #r  #ra #ra #rac #rac raci raci acis acis cist cist ista ista sta sta  ta n ta n a nu a nu  nun nun nunc nunc unca unca nca nca  ca m ca m a ma a ma  mai mai mais mais ais ais  is c is c s co s co  com com comp comp ompr ompr mpro mpro pro pro  ro n ro n o na o na  nad nad nada nada ada! ada! da!! ',semRacismoN2
'o pr  pri pri prim prim rime rime imei imei meir meir eiro eiro iro iro  ro n ro n o ne o ne  neg neg negr negr egro egro gro gro  ro a ro a o a o a   a p a p a pr a pr  pre pre pres pres resi resi esid esid sidi sidi idir idir dir dir  ir u ir u r um r um  um um  um c um c m cl m cl  clu clu club club lube lube ube ube  be d be d e de e de  de de  de s de s e sa e sa  sã sã são são ão ão  ̃o p ̃o p o pa o pa  pau pau paul paul aulo aulo ulo ulo  lo q lo q o qu o qu  que que quer quer uer uer  er d er d r de r de  dev dev devo devo evol evol volv volv olve olve lver lver ver ver  er a er a r a r a   a l a l a lu a lu  lus lus lusa lusa usa usa  sa a sa a a à a à  às às às às  ̀s g ̀s g s gl s gl  glo glo gló gló lór lór óri óri ́ria ́ria rias rias ias. ias. as. as.  s. h s. h . ht . ht  htt htt http http ttps ttps tps: tps: ps:/ ps:/ s:// s:// ://g ://g //go //go /goo /goo goo. goo. oo.g oo.g o.gl o.gl .gl/ .gl/ gl/m gl/m l/mi l/mi /mit /mit mitn mitn itnv itnv tnvc tnvc nvc ',semRacismoN2
'mulh ulhe ulhe lher lher her her  er t er t r ta r ta  tam tam tamb tamb ambe ambe mbé mbé bém bém ém ém  ́m t ́m t m te m te  tem tem tem tem  em d em d m di m di  dir dir dire dire irei irei reit reit eito eito ito ito  to a to a o a o a   a g a g a go a go  gos gos gost gost osta osta star star tar tar  ar d ar d r de r de  de de  de j de j e jo e jo  jog jog joga joga ogar ogar gar gar  ar d ar d r de r de  de de  de f de f e fu e fu  fut fut fute fute uteb uteb tebo tebo ebol ebol bol bol  ol n ol n l na l na  nã nã não não ão ão  ̃o e ̃o e o é o é  é é  é s é s ́ so ́ so  só só só só  ó u ó u ́ um ́ um  um um  um d um d m de m de  des des desp desp espo espo spor spor port port orto orto rto rto  to p to p o pa o pa  par par para para ara ara  ra h ra h a ho a ho  hom hom home home omen omen mens mens ens ens  ns e ns e s é s é  é é  é t é t ́ ta ́ ta  tam tam tamb tamb ambe ambe mbé mbé bém bém ém ém  ́m d ́m d m de m de  des des desp desp espo espo spor spor port port orto orto rto rto  to d to d o de o de  de de  de m de m e mu e mu  mul mul mulh mulh ulhe ulhe lher ',semRacismoN2
'#rec reco reco ecor ecor cord cord ordt ordt rdtv rdtv dtv dtv  tv c tv c v co v co  con con cont cont ontr ontr ntra ntra trat trat rata rata ata ata  ta s ta s a su a su  sub sub subs subs ubst ubst bsti bsti stit stit titu titu itut itut tuto tuto uto uto  to d to d o de o de  de de  de a de a e ap e ap  apr apr apre apre pres pres rese rese esen esen sent sent enta enta ntad ntad tado tado ador ador dor dor  or q or q r qu r qu  que que que que  ue o ue o e of e of  ofe ofe ofen ofen fend fend ende ende ndeu ndeu deu deu  eu @ eu @ u @l u @l  @lu @lu @lud @lud ludm ludm udmi udmi dmil dmil mill mill illa illa lla lla  la # la # a #r a #r  #ra #ra #rac #rac raci raci acis acis cism cism ismo ismo smo smo  mo # mo # o #b o #b  #ba #ba #bal #bal bala bala alan alan lanc lanc anç anç nço nço çog çog ̧oge ̧oge oger oger gera gera eral eral rald rald aldf ',semRacismoN2
'não ão ão  ̃o s ̃o s o so o so  sou sou sou sou  ou a ou a u a u a   a f a f a fa a fa  fav fav favo favo avor avor vor vor  or d or d r de r de  de de  de \" de \" e \"c e \"c  \"co \"co \"cot \"cot cota cota otas otas tas\" tas\" as\", as\", s\", s\",  \", s \", s , so , so  sou sou sou sou  ou a ou a u a u a   a f a f a fa a fa  fav fav favo favo avor avor vor vor  or d or d r da r da  da da  da i da i a ig a ig  igu igu igua igua gual gual uald uald alda alda ldad ldad dade ',semRacismoN2
'@tvr tvre tvre vrec vrec reco reco ecor ecor cord cord ordb ordb rdbr rdbr dbra dbra bras bras rasi rasi asil asil sil, sil, il, il,  l, e l, e , ex , ex  exe exe exem exem xemp xemp empl empl mpla mpla plar plar lar. lar. ar. ar.  r. j r. j . ja . ja  já já já já  á n á n ́ no ́ no  no no  no @ no @ o @s o @s  @sb @sb @sbt @sbt sbto sbto bton bton tonl tonl onli onli nlin nlin line line ine ine  ne n ne n e na e na  nad nad nada nada ada ada  da a da a a ac a ac  aco aco acon acon cont cont onte onte ntec ntec tece tece eceu eceu ceu ceu  eu c eu c u co u co  com com com com  om # om # m #s m #s  #si #si #sil #sil silv silv ilvi ilvi lvio lvio vios vios iosa iosa osan osan sant sant anto anto ntos ntos tos. tos. os. os.  s. a s. a . af . af  afi afi afin afin fina fina inal inal nal, nal, al, al,  l, e l, e , el , el  ele ele ele ele  le e le e e é e é  é é  é o é o ́ o ́ o   o d o d o do o do  don don dono dono ono. ono. no. no.  o. s o. s . si . si  sim sim sim, sim, im, im,  m, m m, m , me , me  mem mem memo memo emó emó mór mór óri óri ́ria ́ria ria ria  ia c ia c a cu a cu  cur cur curt curt urta urta rta. rta. ta. ta.  a. # a. # . #r . #r  #ra #ra #rac #rac raci raci acis acis cism cism ismo ismo smo smo  mo e mo e o é o é  é é  é # é # ́ #c ́ #c  #cr #cr #cri #cri crim crim rime rime ime. ',semRacismoN2
'eles les les  es a es a s ac s ac  ach ach acha acha cham cham ham ham  am q am q m qu m qu  que que que que  ue n ue n e no e no  nó nó nós nós ós ós  ́s e ́s e s es s es  esq esq esqu esqu sque sque quec quec uece uece ecem ecem cemo cemo emos emos mos. mos. os. os.  s. c s. c . co . co  com com como como omo omo  mo s mo s o se o se  sem sem semp semp empr empr mpre mpre pre pre  re a re a e a e a   a c a c a ca a ca  cas cas casa casa asa asa  sa g sa g a gr a gr  gra gra gran gran rand rand ande ande nde nde  de t de t e ta e ta  tap tap tape tape apei apei peia peia eia, eia, ia, ia,  a, a a, a , ab , ab  aba aba abaf abaf bafa bafa afa afa  fa e fa e a e a e   e n e n e na e na  nã nã não não ão ão  ̃o a ̃o a o ag o ag  age age age age  ge c ge c e co e co  cor cor corr corr orre orre rret rret reta reta etam etam tame tame amen amen ment ment ente ente nte. nte. te. ',semRacismoN2
'#mul mulh mulh ulhe ulhe lher lher hern hern erne erne rneg rneg negr negr egra egra gra gra  ra # ra # a #t a #t  #tr #tr #tra #tra trav trav rave rave aves aves vest vest esti esti sti sti  ti # ti # i #p i #p  #pr #pr #pre #pre prec prec reco reco econ econ conc conc once once ncei ncei ceit ceit eito eito ito. ito. to.. ',semRacismoN2
'#rac raci raci acis acis cism cism ismo ismo smo smo  mo e mo e o e o e   e o e o e o e o   o l o l o lu o lu  lug lug luga luga ugar ugar gar gar  ar d ar d r do r do  do do  do b do b o br o br  bra bra bran bran ranc ranc anco anco nco nco  co n co n o no o no  no no  no b no b o br o br  bra bra bras bras rasi rasi asil asil sil! sil! il! ',semRacismoN2
'(os  os n os n s ne s ne  neg neg negr negr egro egro gros gros ros ros  os n os n s na s na  nã nã não não ão ão  ̃o s ̃o s o sa o sa  sã sã são são ão ão  ̃o n ̃o n o no o no  nor nor norm norm orma orma rmai rmai mais mais ais ais  is e is e s e s e   e n e n e na e na  nã nã não não ão ão  ̃o m ̃o m o me o me  mer mer mere mere erec erec rece rece ecem ecem cem cem  em n em n m ne m ne  nen nen nenh nenh enhu enhu nhum nhum hum hum  um r um r m re m re  res res resp resp espe espe spei spei peit peit eito eito ito) ',semRacismoN2
'#rac raci raci acis acis cism cism ismo ismo smo smo  mo # mo # o #h o #h  #ho #ho #hom #hom homo homo omof omof mofo mofo ofob ofob fobi fobi obia obia bia bia  ia # ia # a #m a #m  #mi #mi #mis #mis miso miso isog isog sogi sogi ogin ogin gini gini inia inia nia? nia? ia? ia?  a? q a? q ? qu ? qu  que que quem quem uem uem  em g em g m go m go  gos gos gost gost osta osta sta sta  ta d ta d a de a de  de de  de p de p e pr e pr  pro pro proc proc roce roce oces oces cess cess esso esso sso sso  so e so e o é o é  é é  é # é # ́ #j ́ #j  #ju #ju #jui #jui juiz juiz uiz, uiz, iz, iz,  z, n z, n , no , no  no no  no i no i o in o in  int int intu intu ntui ntui tuit tuit uito uito ito ito  to d to d o de o de  de de  de a de a e ar e ar  arr arr arra arra rran rran ranc ranc anca anca ncar ncar car car  ar t ar t r to r to  tod tod todo todo odo odo  do o do o o o o o   o s o s o se o se  seu seu seu seu  eu # eu # u #d u #d  #di #di #din #din dinh dinh inhe inhe nhei nhei heir heir eiro eiro iro! iro! ro! ro!  o! a o! a ! a ! a   a # a # a #s a #s  #so #so #soc #soc soci soci ocie ocie cied cied ieda ieda edad edad dade dade ade ade  de e de e e é e é  é é  é u é u ́ um ́ um  uma uma uma uma  ma # ma # a #b a #b  #bo #bo #bos #bos bost bost osta osta sta ',semRacismoN2
'\"nin ning ning ingu ingu ngue ngue gué gué uém uém ém ém  ́m n ́m n m na m na  nas nas nasc nasc asce asce sce sce  ce o ce o e od e od  odi odi odia odia dian dian iand iand ando ando ndo ndo  do o do o o ou o ou  out out outr outr utra utra tra tra  ra p ra p a pe a pe  pes pes pess pess esso esso ssoa ssoa soa soa  oa p oa p a pe a pe  pel pel pela pela ela ela  la c la c a co a co  cor cor cor cor  or d or d r de r de  de de  de s de s e su e su  sua sua sua sua  ua p ua p a pe a pe  pel pel pele pele ele, ele, le, le,  e, p e, p , po , po  por por por por  or s or s r su r su  sua sua sua sua  ua o ua o a or a or  ori ori orig orig rige rige igem igem gem gem  em o em o m ou m ou  ou ou  ou a ou a u ai u ai  ain ain aind aind inda inda nda nda  da p da p a po a po  por por por por  or s or s r su r su  sua sua sua sua  ua r ua r a re a re  rel rel reli reli elig elig ligi ligi igia igia giã giã ião ião ão. ão. ̃o.\" ̃o.\" o.\" o.\"  .\" - .\" - \" - \" -   - n - n - ne - ne  nel nel nels nels elso elso lson lson son son  on m on m n ma n ma  man man mand mand ande ande ndel ndel dela dela ela. ',semRacismoN2
'o #r  #ra #ra #rac #rac raci raci acis acis cism cism ismo ismo smo smo  mo q mo q o qu o qu  que que que que  ue p ue p e pe e pe  per per pers pers ersi ersi rsis rsis sist sist iste iste ste ste  te n te n e na e na  na na  na # na # a #a a #a  #ai #ai #air #air airb airb irbn irbn rbnb rbnb bnb bnb  nb e nb e b e b e   e n e n e no e no  no no  no # no # o #u o #u  #ub #ub #ube #ube uber ',semRacismoN2
'olha lha lha  ha o ha o a o a o   o # o # o #t o #t  #ta #ta #tan #tan tano tano anoa anoa noar noar oar oar  ar c ar c r ch r ch  che che cheg cheg hega hega egan egan gand gand ando ando ndo ndo  do c do c o co o co  com com com com  om o om o m os m os  os os  os d os d s do s do  doi doi dois dois ois ois  is p is p s pe s pe  pé pé pés pés és és  ́s d ́s d s da s da  da da  da p da p a po a po  por por port port orta orta rta! rta! ta! ta!  a! # a! # ! #r ! #r  #ra #ra #rac #rac raci raci acis acis cism cism ismo ',semRacismoN2
