@relation _Users_rafaelfmello_Downloads_Sebastiao_TP

@attribute text string
@attribute @@class@@ {racismo,semRacismo}

@data
'Mulheres pretas, presente! Um mar de melaninas ocupou a livraria cultura de São Paulo. Foi lindo!!!',semRacismo
'Um amigo meu disse que só vai votar, se for em branco. Meti uma voadora na cara dele, para deixar de ser racista.',racismo
'imagina estudar 50 anos ser o pica das galáxias pra virar \"cientista negro famoso\"',semRacismo
'Racismo é dizer que a coisa ficou preta.',racismo
'É desolador ver tantos apoiando o tatuador q tatuou a testa do adolescente q tentou furtar a bicicleta. Depois, dizem q ñ defendem bandido.',semRacismo
'Racismo começa quando mercadoria roubada é vendida no mercado negro.',racismo
'Mais uma ação centrada em força policial violenta na #Cracolândia. Dessa vez na Praça Princesa Isabel.',semRacismo
'quando me param pra perguntar indignadxs \"PQ VOCÊ FEZ ISSO COM O SEU CABELO?\" Agora que assumi o natural??',racismo
'Tatuador que marcou rosto de adolescente é preso >',semRacismo
'O racismo começa quando a pessoa se irrita com você e diz: Você está na minha lista negra.',racismo
'Menino de 12 anos é vítima de racismo em mercado na Zona Sul do Rio de Janeiro',semRacismo
'O racismo começa quando o Halls Preto é branco.',racismo
'O SOS Racismo está a desenvolver um projeto no âmbito do Concurso Integra promovido pela Agência Ciência Viva ',semRacismo
'O racismo começa quando o saco preto é de lixo.',racismo
'Não seria um jurista de primeira linha? Com essa declaração, o min Barroso se mostra um branco de segunda linha.',semRacismo
'O racismo começa quando alguém fala: \"Não me importo se você é rico ou pobre, bonito ou feio, branco ou preto\".',racismo
'A racista Nelma Baldassi lamenta q um ataque com bomba ñ tenha acontecido na Bahia. Mande um recado pra ela no facebook. Cadeia pra ela!',semRacismo
'O racismo começa quando aparece nuvem negra no céu e as pessoas recolhem a roupa do varal.',racismo
'Numa semana de tantas polêmicas sobre a Cracolândia em São Paulo, eis que a SMADS marca uma... confraternização! Há o que comemorar?',semRacismo
'E se Deus fosse negro, iria existir racismo?',racismo
'Uma mesma frase tem \"homossexualismo\", \"príncipe\" e \"imperial\". QUE ANO É HOJE?',semRacismo
'Diz que não é racista, mas menospreza cachorro vira-lata.',racismo
'\"Que vândalos!\" // \"Ah, é na França? Que politizados!\"',semRacismo
'O racismo começa quando o remédio pra doido é tarja-preta.',racismo
'O preconceituoso é sempre burro ou mal-intencionado ou as duas coisas.',semRacismo
'O racismo começa quando no arco-íris não entrar a cor preta',racismo
'A cor da sua camiseta te define???  #rosa #azul #sexualidade #preconceito',semRacismo
'O racismo começa quando o feijão branco é mais caro que o feijão preto.',racismo
'se pah que as pessoas preferem meu estilo gay do que o hetero... #Preconceito u.u',semRacismo
'Eu ir conhecer a família do meu namorado e o tio dele perguntar quanto ele tá me pagando porque quer uma também ',racismo
'Mulher também tem direito a gostar de jogar de futebol não é só um desporto para homens é também desporto de mulher',semRacismo
'O racismo começa, quando o Homem-Aranha preto é do mal.',racismo
'Depressão não é desculpa pra ser escrota! Isso é CARÁTER! #preconceito #respeito #monstra',semRacismo
'Ter medo do escuro não é racismo?',racismo
'Os quatro adeptos do Chelsea acusados de racismo foram condenados a penas de prisão com pena suspensa',semRacismo
'Desculpe o racismo, mas a partir de agora só voto em branco.',racismo
'#Homofobia é o #preconceito do #desejo #homossexuais #reprimido. ',semRacismo
'O racismo começa quando a pomba branca é da paz e a galinha preta é da macumba.',racismo
'Preconceitos e julgamentos, quebre os seus!',semRacismo
'Halloween, a única noite em que um negro pode usar uma máscara sem ir preso.',racismo
'Venci o #Preconceito',semRacismo
'O jogo mais racista que existe é o bilhar. Todas bolas tem um par, menos a preta, e branca mata todas.',racismo
'Uma colega contando para a outra que o filho foi paquerado numa festa de 15 anos por um garoto gay. A fulana solta: que NOJO! #preconceito',semRacismo
'O racismo começa quando você diz que quer esclarecer um assunto.',racismo
'Apresentadora quase cinquentona c seu amigo dizendo q as pessoas que assistiram o show do Duran Duran são os pais acompanhantes #preconceito',semRacismo
'O racismo começa quando o gato preto é o que dá azar.',racismo
'A gente atrai o q transmite né... Chocada cm os fãs da #EMILLY #BBB17 #Marinalva #Preconceito',semRacismo
'O racismo começa quando falamos lápis \"cor de pele\"',racismo
'Morre em Nova York o criador do termo #homofobia',semRacismo
'Pra ser um advogado tem que cortar esse cabelo!',racismo
'Paz #preconceito é podre',semRacismo
'O único preto que eu gosto é você',racismo
'CALÚNIAS! Somos, com os italianos, os mais modestos. #Preconceito #Xenofobia',semRacismo
'você vai se dar bem com os gringo, mulata tipo exportação',racismo
'@AnaPaulaLouza preconceito disfarçado de humor é preconceito #redebbb #bbb17 #preconceito',semRacismo
'até que seu cabelo nem é tão ruim',racismo
'Durante o mês de Dezembro, o Projeto Catapulta que é promovido pelo SOS Racismo trabalhou com os jovens',semRacismo
'como assim você não sabe sambar?',racismo
'O Whatsapp não deixa negros (afrodescendentes, pra quem não sabe) fechar um acordo. Só existe a mão amarela pra fechar acordo #preconceito',semRacismo
'Não sou racista, tenho amigos negros',racismo
'Juntaram todas as turmas menos a minha #preconceito',semRacismo
'você não é negro, você é morendo claro',racismo
'Multiculturalismo está morto? #futuroincerto #preconceito #racismo #multiculturalismo',semRacismo
'esses cotistas chegam aqui na faculdade de direito sem saber ler nem escrever',racismo
'#PRECONCEITO É O #politicamenteincorreto @DaniloGentili @jairbolsonaro #terceirização #Previdencia',semRacismo
'só pra fuder não pra casar',racismo
'#cervejaProibida me poupe de seu #preconceito cerveja feita especialmente para mulheres? De acordo com o paladar feminino? Me poupe',semRacismo
'você não parece negra, não tem aqueles traços negros!!!',racismo
'Será que o futebol é machista? ',semRacismo
'você faz faculdade e mora na perifa?',racismo
'O #preconceito é um fardo que confunde o passado, ameaça o #futuro e torna o presente inacessível\\\" Maya Angelou',semRacismo
'pra uma negra você é até bonita',racismo
'Pra quê uma monitora tem que dizer pra uma criança de 4 anos de idade que o cabelo dela é duro? Pra quê? Pra quê? #DFTV #preconceito #chega',semRacismo
'#MulherNegra #Travesti #Preconceito..',semRacismo
'PRECONCEITO INCONSCIENTE e MUDANÇAS NO PENSAMENTO',semRacismo
'Vinte e duas associações de afro-descendentes queixam-se de Portugal à ONU',semRacismo
'qto mais conectados, mais intolerantes nos tornamos? # atentados #preconceito #presidentes #aff',semRacismo
'Música permitiu enfrentar exclusão, diz rapper Rico Dalasam',semRacismo
'Até quando vai existir esse tal de preconceito?',semRacismo
'Ser especial é não ter #PRECONCEITO!',semRacismo
'A #SindromeDeDown não é doença, é normal ser diferente,',semRacismo
'Todo #preconceito tem que ser combatido. Ser especial é estar livre dele. #DiaInternacionalDaSindromeDeDown #Preconceito',semRacismo
'RT @iracemaportela: O amor não conta cromossomos!',semRacismo
'RT @CataGaucha: Preconceito é Crime. Me ajudem a denunciar #BBB17 #BomdiaBTS #vipdirecto #domingo #crime #preconceito',semRacismo
'O preconceito é um fardo que confunde o passado, ameaça o futuro e torna o presente inacessível.',semRacismo
'Como ainda existe #Preconceito  lamentável  , em pleno século XXI',semRacismo
'Os números de queixas e condenações de discriminação racial proferidas pela Comissão Contra a Discriminação Racial.',semRacismo
'Com o #preconceito a flor da pele por muito temos que pedir #paz',semRacismo
'@geledes: Alunos de medicina da UnB acusam professor de assédio e preconceito',semRacismo
'Canada ratifica moção de condenação de islamofobia e racismo sistemático',semRacismo
'Agências de #Publicidade : invés de fazerem campanhas contra #Racismo pq vcs não contratam as pessoas que aparecem nos videocases?',semRacismo
'#Mercado, anunciantes e imprensa insistem e insi$tem que \\\"não existe #racismo no #Brasil',semRacismo
'Linda igual a você: professora faz o mesmo penteado de aluna que sofreu bullying por seu cabelo',semRacismo
'Professora da creche lavou os cabelos de todas as crianças, menos da menina negra de 4 anos',semRacismo
'#Racismo Vídeo mostra choro e constrangimento. Crime aconteceu no @gbarbosa do jardins em Aracaju',semRacismo
'Fui comprar um docinho, ai o vendedor ficou me \\\"acompanhando\\\" pela loja. Não é a primeira vez, mas fazia tempo que nao acontecia.. #racismo',semRacismo
'@UNESCOBrasil: A UNESCO promove a luta contra as distintas formas de discriminação, entre elas, a étnico-racial. #racismo',semRacismo
'\"O racismo é a prova o quanto ainda somos primitivos.\" - César Jihad (Vulto Madhiba)',semRacismo
'Trump escolhe para seu conselheiro pessoal, um conhecido extremista anti-semita e defensor de ideais racistas',semRacismo
'Comunistas, negros, muçulmanos e homossexuais foram violentamente espancados por skinheads entre 2013 e 2015',semRacismo
'Quando número de homicídios de mulheres negras aumentou 54\% e quase ninguém se importou com',semRacismo
'nossa luta não há zona de conforto, não há compreensão. As vzs chego a pensar que nossa própria luta é contra nós às vezes... Enfim.',semRacismo
'São 60 mil por ano. 50\% são jovens! Desses 50\%, 77 são negros e negras. No Brasil mata-se mais que países em guerra civil!',semRacismo
'às vezes penso sinceramente que nossa luta, das mulheres negras, é a luta mais solitaria que existe',semRacismo
'Um apelo: salvem a juventude negra!',semRacismo
'Para um racista, nada é racismo. Para um homofóbico, nada é homofobia. Para um machista, nada é machismo. Para os três, tudo é vitimismo.',semRacismo
'Consciência negra não é só a consciência dos negros enquanto pessoas livres de qualquer estereótipo mas também enquanto agentes históricos.',semRacismo
'Mulher negra: duas vezes oprimida, pelo gênero e pela cor. Que isso seja evidenciado não apenas dia 8 de março mas todos os dias.',semRacismo
'Sabemos que não é uma tarefa fácil tirar a ideia de preconceito de alguém,mas vamos lutar pelo nosso país.',semRacismo
'Racismo no Brasil: quase 70\% dos processos são vencidos pelos réus ',semRacismo
'‘O racismo continua lá e ainda precisamos falar sobre ele’, diz escritora sul-africana',semRacismo
'\"Nunca é tarde demais para desconstruir preconceitos. Mas é preciso reconhecer que vc os tem.',semRacismo
'Evangélicos se unem para combater preconceito dentro das igrejas',semRacismo
'Coincidência \"Apenas um artista negro ganhou o Grammy de melhor disco em 10 anos\"',semRacismo
'O mesmo que fala isso de um negro, fala de uma criança, de um gay, de uma lésbica, de um obeso e de um magro! Chega, fim do #racismo ',semRacismo
'Operadora de caixa sofre racismo por homem de “descendência francesa” em Camburiu e é indenizada',semRacismo
'Observatório identificará situações racista ou violência contra a mulher e LGBTs',semRacismo
'PELO DIREITO À VIDA DE NEGRAS E NEGROS E #LGBT\'S! #MandatoPresente no ato contra a #Homofobia e o #Racismo agora!',semRacismo
'Em Salvador, um caso de racismo no dia de Iemanjá',semRacismo
'\"O racismo é um espinho cravado na história.\" - Cello Vieira',semRacismo
'#HiddenFigures : sobre a invisibilidade de mentes brilhantes (mulheres e negras)',semRacismo
'E os herdeiros da Casa Grande ainda estão resmungando; surtaram geral! #Racismo ',semRacismo
'\"...não é o boné. Não é o moletom (...) o táxi não para pra você mas a viatura para. Esse é o problema do Brasil\" - Emicida #racismo #nalata',semRacismo
'Meninas negras são mais advertidas na escola que seus colegas: #educação #gênero #racismo ',semRacismo
'O #racismo dos britânicos para com os #imigrantes foi o principal motivo da saída de seu país da #UniãoEuropeia. #ReinoUnido',semRacismo
'Racismo na infância: terreno fértil para a violência http://ow.ly/aeYQ308ClyE  #geledes #racismo ',semRacismo
'#RecordTV contrata substituto de apresentador que ofendeu @Ludmilla #Racismo #BalançoGeralDF',semRacismo
'Diário de um Fela da Gaita: O bloco racista ainda não faliu, infelizmente #Racismo #NãoaoRacismo',semRacismo
'#Exposiçãofotográfica \'Vidas Refugiadas\' promove reflexão sobre #gênero e #racismo:',semRacismo
'Escritor é acusado de racismo por trecho em biografia de Clarice Lispector http://ow.ly/ooDS308zehC  #geledes #racismo #CarolinaMariadeJesus',semRacismo
'\"Eu tenho um sonho. O sonho de ver meus filhos julgados pelo caráter, e não pela cor da pele.\" - Martin Luther King',semRacismo
'Moradores da periferia de SP vão à Paulista denunciar racismo na prisão de ambulante http://ow.ly/5exD308xoms  #geledes #racismo',semRacismo
'Porque a mídia não fala sobre esse lado da moeda? Apenas martelando em dividir, no politicamente correto. #Trump #racismo #xeNOfobia',semRacismo
'Movimentos realizaram ato para denunciar situações de crime contra negros na cidade #Racismo #Repúdio #Protestos...',semRacismo
'#Racismo #Homofobia #Misoginia? Quem gosta de processo é #Juiz, no intuito de arrancar todo o seu #Dinheiro! A #Sociedade é uma #Bosta ',semRacismo
'Por que o brasileiro odeia tanto as mulheres negras? http://ln.is/wordpress.com/nZLab … #SegundaFeminista #Feminismo #racismo',semRacismo
'Eles acham que nós esquecemos. Como sempre a casa grande tapeia, abafa e não age corretamente. ',semRacismo
'“As pessoas são racistas. Não é que eu sinto que tem racismo; tem racismo. Tem só brasileiro na minha escola, mas...',semRacismo
'\"O movimento negro brasileiro precisa se internacionalizar mais, conhecer outros movimentos, se fortalecer. ',semRacismo
'Odú é um RPG baseado na mitologia afro brasileira, principalmente no Candomblé, que usa búzios no lugar de dados...',semRacismo
'Nem tem racismo né? 30 anos após, uma negra brasileira na disputa #missuniverse #Brazil precisa falar sobre #Racismo',semRacismo
'Sua raça, sua cor, não lhe faz melhor que ninguém. Somos todos iguais. #diganaoaoracismo',semRacismo
'Indicações de negros ao Oscar ajuda a combater estereótipos, dizem pesquisadores http://goo.gl/VFbN3r  #Oscar2017 #Negros #Racismo ',semRacismo
'Brasileiros se surpreendem com o racismo na África do Sul http://ow.ly/rhZF308suE8  #geledes #africa #racismo',semRacismo
'Racismo na Escola – Caminhos da Reportagem http://ln.is/7VP8M  #geledes #racismo #racismonaescola by #geledes via @c0nvey',semRacismo
'Movimento Panteras Negras e sua importância na luta a favor dos direitos humanos. #coletivofanon #emancipaçãohumana #BlackPanthers #racismo ',semRacismo
'Dos muros da Espanha nas colónias de Ceuta e Melilha, melhor nem falar, nom é? Hipócritas. #xenofobia #racismo #ElPaís',semRacismo
'Onde diz Donald Trump, poderia ler-se Rajói, Netanyahu, Orbán, etc. #xenofobia #racismo #fascismo #PP #EUA #Israel #sionismo #refugiados',semRacismo
'Isso é MUITO preocupante! #BBB17 há #racismo dentro da casa',semRacismo
'#Atriz #iraniana boicota #cerimônia do #Oscar2017 por #racismo de #Trump #OApartamento #TaranehAlidoosti #Cinema',semRacismo
'Intolerância religiosa ou #racismo ',semRacismo
'Dia em Memória às Vítimas do #Holocausto: chefe da #ONU afirma que #antissemitismo e #racismo continuam crescendo http://bit.ly/2jmdCU9 ',semRacismo
'\"Diga não ao racismo, somos todos humanos.\"',semRacismo
'#Maternidade e #racismo: a exclusão das mães negras - http://ln.is/revistaforum.com.br/khBbS … #SextaFeminista #Feminismo',semRacismo
'#Racismo em grande parte das vezes parte daqueles que se fazem de vítimas. Acusam daquilo que são e fazem. São os... http://fb.me/1Ox10hPvm ',semRacismo
'O #racismo não é da natureza humana. Ele é semeado nos corações e mentes de crianças e jovens… https://www.instagram.com/p/BPwGFsHjCBT/ ',semRacismo
'Justa causa, more. Não sei se vc sabe, mas #racismo já é crime no Brasil. (Lutamos agora pra criminalizar a #homofobia.)',semRacismo
'Israel lança método revolucionário de monitoramento do #racismo na Internet ',semRacismo
'Lutar contra o #racismo e as LGBTfobias sempre! ',semRacismo
'“Também já sofri racismo na internet”, diz Lázaro Ramos http://ow.ly/rf6q308lxlt  #geledes #racismo',semRacismo
'Casal sofre racismo e homofobia no Rio de Janeiro: “Gente de cor e ainda por cima afeminada” http://bit.ly/2j5nxlz  #homofobia #racismo ',semRacismo
'#Racismo #BBB17 “Mayara diz que vai mandar Gabi alisar o cabelo”',semRacismo
'Gente de cor é toda a gente! E viva FLICTS! #racismo #intolerancia #naopodemais #ziraldo',semRacismo
'\"Se já fomos capazes de evoluir acabando com o apartheid, por que não podemos evoluir ao ponto de extinguir o racismo?\" ',semRacismo
'Autoestima contra o racismo http://ow.ly/Spmi308kKEG  #geledes #racismo #escravidao',semRacismo
'O Deus desse pessoal aí é ruim, viu? O que eu conheço é misericordioso, tem piedade e ama a todos. Indistintamente. #homofobia #racismo ',semRacismo
'Acho q a @RedeGlobo, hj no #TaNoAr esqueceu q #PreconceitoReligioso gera constrangimento tanto quanto o #racismo ou a',semRacismo
'Branco no Brasil , a 500 anos levando vantagem ... #Diga #Nao #ao #Racismo ',semRacismo
'Olha o #TaNoAr chegando com os dois pés da porta! #racismo',semRacismo
'O caso de #racismo de #Ludmilla e a mídia reacionária. http://ow.ly/3ZmK308iIpu',semRacismo
'Qdo o preconceito vem de dentro da \"família\" o peso de 1k vira tonelada que esmaga todo sentimento e respeito. #Racismo é câncer sem cura.',semRacismo
'Encontre a diferença entre o racismo dos anos 60 e os comícios do Trump. #LevanteNegro #Oguh #Racismo http://fb.me/5jn4bbIoY ',semRacismo
'Luane Dias, do \'Esquenta\', é vítima de ataque racista na web http://ow.ly/i10j308iOlM  #geledes #racismo',semRacismo
'Nós podemos ! Nós devemos ! #HumanRights #Racismo #África #Machismo #Homofobia #Brasil #Democracia #Feminismo',semRacismo
